id_student,gender,region,highest_education,studied_credits,imd_band,total_clicks,avg_score,engagement_level,performance_level,risk_level,pass_flag,dropout_flag,final_result,score_category,engagement_ratio,click_category
549445,F,Ireland,Lower Than A Level,75,30-40%,889,72.45454545,Medium,High,High Risk,1,0,Pass,High,11.85333333,Low
549586,F,London Region,Lower Than A Level,60,50-60%,272,73.90909091,Low,High,Very High Risk,1,0,Pass,High,4.533333333,Low
549745,F,North Western Region,A Level or Equivalent,120,70-80%,290,86.5,Low,High,Very High Risk,0,1,Withdrawn,High,2.416666667,Low
549873,F,North Western Region,A Level or Equivalent,60,50-60%,420,62,Low,Medium,High Risk,0,0,Fail,Medium,7,Low
550412,F,North Western Region,Lower Than A Level,60,Oct-20,198,85.09090909,Low,High,Very High Risk,1,0,Pass,High,3.3,Low
550559,F,North Western Region,A Level or Equivalent,60,30-40%,118,79,Low,High,Very High Risk,0,1,Withdrawn,High,1.966666667,Low
550880,F,South East Region,A Level or Equivalent,60,60-70%,495,93.3,Medium,High,High Risk,1,0,Distinction,High,8.25,Low
550941,F,Wales,Lower Than A Level,120,70-80%,1630,72.6,High,High,Low Risk,1,0,Pass,High,13.58333333,Low
551031,F,London Region,Lower Than A Level,60,Oct-20,859,88.63636364,Medium,High,High Risk,0,0,Fail,High,14.31666667,Low
551136,F,North Western Region,Lower Than A Level,60,20-30%,11,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,0.183333333,Low
551205,F,East Midlands Region,Lower Than A Level,60,70-80%,120,66.81818182,Low,Medium,Very High Risk,1,0,Pass,High,2,Low
551219,F,Wales,A Level or Equivalent,90,30-40%,791,81,Medium,High,High Risk,1,0,Pass,High,8.788888889,Low
551347,M,Wales,Lower Than A Level,60,30-40%,563,87.5,Medium,High,High Risk,1,0,Pass,High,9.383333333,Low
551515,F,Scotland,Lower Than A Level,180,Oct-20,1088,78.54545455,Medium,High,Low Risk,0,1,Withdrawn,High,6.044444444,Low
551628,F,Yorkshire Region,Lower Than A Level,120,0-10%,40,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,0.333333333,Low
551802,F,London Region,A Level or Equivalent,60,70-80%,487,79.63636364,Medium,High,High Risk,0,0,Fail,High,8.116666667,Low
551836,M,North Region,Lower Than A Level,60,Oct-20,471,78.27272727,Low,High,High Risk,1,0,Pass,High,7.85,Low
552116,F,West Midlands Region,Lower Than A Level,60,20-30%,623,76.72727273,Medium,High,High Risk,1,0,Pass,High,10.38333333,Low
552177,F,North Western Region,A Level or Equivalent,60,20-30%,29,70,Low,Medium,Very High Risk,0,0,Fail,High,0.483333333,Low
552205,F,Scotland,Lower Than A Level,60,0-10%,1046,71.77777778,Medium,High,Low Risk,1,0,Pass,High,17.43333333,Low
552339,F,East Anglian Region,HE Qualification,60,50-60%,2461,80.36363636,High,High,Safe,1,0,Pass,High,41.01666667,Low
552399,F,London Region,A Level or Equivalent,60,30-40%,969,88.63636364,Medium,High,Low Risk,1,0,Distinction,High,16.15,Low
552515,F,South West Region,A Level or Equivalent,120,30-40%,93,87.27272727,Low,High,Very High Risk,1,0,Pass,High,0.775,Low
552622,F,West Midlands Region,Lower Than A Level,60,20-30%,2518,80.54545455,High,High,Safe,1,0,Pass,High,41.96666667,Low
552865,F,North Western Region,Lower Than A Level,60,0-10%,2,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,0.033333333,Low
552883,F,Yorkshire Region,HE Qualification,120,20-30%,54,58,Low,Medium,Very High Risk,0,0,Fail,Medium,0.45,Low
553078,F,Wales,A Level or Equivalent,60,40-50%,275,81.5,Low,High,Very High Risk,1,0,Pass,High,4.583333333,Low
553556,F,West Midlands Region,Lower Than A Level,120,80-90%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,7.525,Low
553825,F,South Region,Lower Than A Level,120,70-80%,106,72.5,Low,High,Very High Risk,1,0,Pass,High,0.883333333,Low
553856,M,East Anglian Region,HE Qualification,60,50-60%,1113,84.54545455,Medium,High,Low Risk,1,0,Pass,High,18.55,Low
553893,F,South Region,Lower Than A Level,180,70-80%,25,56,Low,Medium,Very High Risk,0,0,Fail,Medium,0.138888889,Low
554243,F,South West Region,Lower Than A Level,60,60-70%,621,81.77777778,Medium,High,High Risk,0,0,Fail,High,10.35,Low
554297,F,Ireland,Lower Than A Level,120,20-30%,201,41,Low,Low,Very High Risk,0,0,Fail,Medium,1.675,Low
554314,F,South Region,HE Qualification,120,70-80%,603,86.85714286,Medium,High,High Risk,0,0,Fail,High,5.025,Low
554540,M,North Western Region,A Level or Equivalent,120,Oct-20,834,85.18181818,Medium,High,High Risk,1,0,Pass,High,6.95,Low
555061,F,London Region,Lower Than A Level,90,20-30%,60,68,Low,Medium,Very High Risk,0,0,Fail,High,0.666666667,Low
555346,F,South West Region,Lower Than A Level,60,Oct-20,798,93.36363636,Medium,High,High Risk,1,0,Pass,High,13.3,Low
555614,F,East Midlands Region,Lower Than A Level,60,90-100%,2329,89,High,High,Safe,1,0,Distinction,High,38.81666667,Low
555721,F,South Region,A Level or Equivalent,60,60-70%,1468,87.09090909,Medium,High,Low Risk,1,0,Pass,High,24.46666667,Low
555789,F,South East Region,Lower Than A Level,60,70-80%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,15.05,Low
556062,F,North Western Region,A Level or Equivalent,60,20-30%,61,45.5,Low,Low,Very High Risk,0,0,Fail,Medium,1.016666667,Low
556089,F,East Anglian Region,Lower Than A Level,60,30-40%,375,88.2,Low,High,High Risk,1,0,Distinction,High,6.25,Low
556175,M,Wales,Lower Than A Level,60,Oct-20,225,67.81818182,Low,Medium,Very High Risk,1,0,Pass,High,3.75,Low
556228,M,East Midlands Region,A Level or Equivalent,60,90-100%,1181,84.63636364,Medium,High,Low Risk,1,0,Pass,High,19.68333333,Low
556427,F,East Midlands Region,A Level or Equivalent,60,20-30%,141,95.16666667,Low,High,Very High Risk,0,1,Withdrawn,High,2.35,Low
556592,F,London Region,A Level or Equivalent,60,50-60%,377,86.90909091,Low,High,High Risk,1,0,Pass,High,6.283333333,Low
556637,F,East Midlands Region,Lower Than A Level,60,60-70%,203,80,Low,High,Very High Risk,0,1,Withdrawn,High,3.383333333,Low
556738,F,East Anglian Region,Lower Than A Level,120,70-80%,60,75.71428571,Low,High,Very High Risk,0,0,Fail,High,0.5,Low
556972,F,South West Region,Lower Than A Level,60,20-30%,651,82,Medium,High,High Risk,1,0,Pass,High,10.85,Low
557652,F,East Anglian Region,Lower Than A Level,120,70-80%,836,69.36363636,Medium,Medium,High Risk,0,0,Fail,High,6.966666667,Low
558035,F,South Region,A Level or Equivalent,120,80-90%,434,81.8,Low,High,High Risk,0,1,Withdrawn,High,3.616666667,Low
558333,F,South Region,Lower Than A Level,60,40-50%,106,85.55555556,Low,High,Very High Risk,1,0,Pass,High,1.766666667,Low
558533,F,West Midlands Region,A Level or Equivalent,60,0-10%,484,80.81818182,Medium,High,High Risk,1,0,Pass,High,8.066666667,Low
558661,F,North Western Region,Lower Than A Level,60,50-60%,242,65.5,Low,Medium,Very High Risk,0,0,Fail,Medium,4.033333333,Low
558755,F,North Western Region,A Level or Equivalent,60,0-10%,100,59,Low,Medium,Very High Risk,0,0,Fail,Medium,1.666666667,Low
558962,F,South West Region,Lower Than A Level,60,90-100%,562,76.36363636,Medium,High,High Risk,1,0,Pass,High,9.366666667,Low
558983,F,Scotland,A Level or Equivalent,60,50-60%,1161,78.8,Medium,High,Low Risk,0,0,Fail,High,19.35,Low
559139,F,East Anglian Region,A Level or Equivalent,60,30-40%,138,81,Low,High,Very High Risk,0,1,Withdrawn,High,2.3,Low
559168,M,East Midlands Region,HE Qualification,60,60-70%,247,80.7,Low,High,Very High Risk,1,0,Pass,High,4.116666667,Low
559344,M,South Region,A Level or Equivalent,120,70-80%,501,58.2,Medium,Medium,High Risk,0,1,Withdrawn,Medium,4.175,Low
559382,F,South West Region,A Level or Equivalent,180,80-90%,783,78.63636364,Medium,High,High Risk,1,0,Pass,High,4.35,Low
559414,F,Scotland,HE Qualification,60,0-10%,628,81.72727273,Medium,High,High Risk,1,0,Pass,High,10.46666667,Low
559584,F,West Midlands Region,A Level or Equivalent,60,80-90%,219,79.1,Low,High,Very High Risk,1,0,Pass,High,3.65,Low
559685,F,Scotland,HE Qualification,60,20-30%,543,81.28571429,Medium,High,High Risk,0,0,Fail,High,9.05,Low
559851,F,North Region,A Level or Equivalent,60,70-80%,352,78.27272727,Low,High,High Risk,1,0,Pass,High,5.866666667,Low
560030,F,London Region,Lower Than A Level,120,30-40%,259,54,Low,Medium,Very High Risk,0,0,Fail,Medium,2.158333333,Low
560074,F,East Anglian Region,A Level or Equivalent,60,30-40%,748,84.81818182,Medium,High,High Risk,1,0,Pass,High,12.46666667,Low
560430,F,East Midlands Region,Lower Than A Level,60,60-70%,211,80.66666667,Low,High,Very High Risk,0,0,Fail,High,3.516666667,Low
560490,F,South Region,A Level or Equivalent,210,80-90%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,4.3,Low
560559,F,Yorkshire Region,Lower Than A Level,60,0-10%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,15.05,Low
560567,F,West Midlands Region,Lower Than A Level,120,20-30%,298,66.72727273,Low,Medium,Very High Risk,1,0,Pass,High,2.483333333,Low
560676,F,East Midlands Region,Lower Than A Level,60,60-70%,260,45,Low,Low,Very High Risk,0,0,Fail,Medium,4.333333333,Low
560773,F,South Region,A Level or Equivalent,120,80-90%,1307,91.1,Medium,High,Low Risk,1,0,Pass,High,10.89166667,Low
560920,F,London Region,A Level or Equivalent,120,30-40%,378,75,Low,High,High Risk,0,1,Withdrawn,High,3.15,Low
561312,F,Yorkshire Region,A Level or Equivalent,60,Oct-20,1115,88,Medium,High,Low Risk,1,0,Distinction,High,18.58333333,Low
561457,F,North Region,Lower Than A Level,150,0-10%,1062,75.90909091,Medium,High,Low Risk,1,0,Pass,High,7.08,Low
561534,F,Scotland,HE Qualification,60,70-80%,2406,87.3,High,High,Safe,1,0,Pass,High,40.1,Low
561549,F,North Region,HE Qualification,60,40-50%,392,78.33333333,Low,High,High Risk,0,0,Fail,High,6.533333333,Low
561591,F,North Region,A Level or Equivalent,60,0-10%,328,83.90909091,Low,High,High Risk,1,0,Pass,High,5.466666667,Low
561640,F,East Anglian Region,A Level or Equivalent,60,80-90%,617,87.54545455,Medium,High,High Risk,1,0,Distinction,High,10.28333333,Low
561674,F,East Anglian Region,Lower Than A Level,120,60-70%,14,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,0.116666667,Low
561841,F,Scotland,Lower Than A Level,60,30-40%,1711,79.45454545,High,High,Low Risk,1,0,Pass,High,28.51666667,Low
561932,M,Yorkshire Region,HE Qualification,60,30-40%,903,75.71428571,Low,High,Very High Risk,0,0,Fail,High,15.05,Low
562090,F,South Region,Lower Than A Level,60,40-50%,730,73.09090909,Medium,High,High Risk,1,0,Pass,High,12.16666667,Low
562270,M,North Western Region,A Level or Equivalent,120,Oct-20,2944,82.72727273,High,High,Safe,1,0,Pass,High,24.53333333,Low
562456,F,South West Region,Lower Than A Level,60,20-30%,714,85.4,Medium,High,High Risk,0,0,Fail,High,11.9,Low
563022,F,Yorkshire Region,Lower Than A Level,120,20-30%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,7.525,Low
563063,F,North Western Region,A Level or Equivalent,60,80-90%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,15.05,Low
563174,F,London Region,Lower Than A Level,60,0-10%,33,62.5,Low,Medium,Very High Risk,0,0,Fail,Medium,0.55,Low
563374,M,Scotland,Lower Than A Level,60,80-90%,920,69.14285714,Medium,Medium,Low Risk,0,0,Fail,High,15.33333333,Low
563706,F,South East Region,A Level or Equivalent,60,70-80%,1185,76.72727273,Medium,High,Low Risk,1,0,Pass,High,19.75,Low
563733,F,East Anglian Region,A Level or Equivalent,60,30-40%,343,64.45454545,Low,Medium,High Risk,1,0,Pass,Medium,5.716666667,Low
563735,F,West Midlands Region,A Level or Equivalent,60,Oct-20,558,81.18181818,Medium,High,High Risk,1,0,Pass,High,9.3,Low
563769,F,Yorkshire Region,A Level or Equivalent,60,0-10%,217,49.54545455,Low,Low,Very High Risk,0,0,Fail,Medium,3.616666667,Low
563794,F,East Midlands Region,Lower Than A Level,60,70-80%,456,89.27272727,Low,High,High Risk,1,0,Pass,High,7.6,Low
564105,F,South West Region,A Level or Equivalent,60,70-80%,2592,87.27272727,High,High,Safe,1,0,Pass,High,43.2,Low
564129,M,West Midlands Region,Lower Than A Level,60,Oct-20,157,80.6,Low,High,Very High Risk,1,0,Pass,High,2.616666667,Low
564144,F,Wales,Lower Than A Level,60,60-70%,242,79.4,Low,High,Very High Risk,1,0,Pass,High,4.033333333,Low
564245,F,Scotland,Post Graduate Qualification,60,50-60%,645,80.11111111,Medium,High,High Risk,1,0,Pass,High,10.75,Low
564268,F,East Anglian Region,A Level or Equivalent,90,80-90%,665,75.27272727,Medium,High,High Risk,1,0,Pass,High,7.388888889,Low
564300,F,South East Region,A Level or Equivalent,120,40-50%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,7.525,Low
564596,F,Yorkshire Region,A Level or Equivalent,90,Oct-20,274,68.11111111,Low,Medium,Very High Risk,0,1,Withdrawn,High,3.044444444,Low
564626,M,London Region,A Level or Equivalent,60,80-90%,299,70.66666667,Low,High,Very High Risk,0,0,Fail,High,4.983333333,Low
564791,F,Yorkshire Region,Lower Than A Level,120,0-10%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,7.525,Low
564792,M,Ireland,A Level or Equivalent,60,40-50%,615,83.44444444,Medium,High,High Risk,0,0,Fail,High,10.25,Low
564898,F,South East Region,A Level or Equivalent,75,30-40%,465,85.4,Low,High,High Risk,1,0,Distinction,High,6.2,Low
564930,F,Ireland,Lower Than A Level,60,0-10%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,15.05,Low
564958,F,South Region,A Level or Equivalent,60,40-50%,929,71.11111111,Medium,High,Low Risk,1,0,Pass,High,15.48333333,Low
564972,F,East Midlands Region,Lower Than A Level,120,0-10%,78,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,0.65,Low
565035,F,Ireland,Lower Than A Level,120,Oct-20,903,75.71428571,Low,High,Very High Risk,0,0,Fail,High,7.525,Low
565393,F,West Midlands Region,A Level or Equivalent,60,20-30%,395,65.4,Low,Medium,High Risk,0,0,Fail,Medium,6.583333333,Low
565402,F,South Region,Lower Than A Level,180,80-90%,1,65,Low,Medium,Very High Risk,0,1,Withdrawn,Medium,0.005555556,Low
565513,F,Wales,A Level or Equivalent,120,60-70%,1457,93.27272727,Medium,High,Low Risk,1,0,Distinction,High,12.14166667,Low
565518,F,South West Region,Lower Than A Level,330,90-100%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,2.736363636,Low
565582,F,Wales,Lower Than A Level,60,Oct-20,251,74.81818182,Low,High,Very High Risk,1,0,Pass,High,4.183333333,Low
565607,F,London Region,HE Qualification,120,30-40%,638,69.72727273,Medium,Medium,High Risk,1,0,Pass,High,5.316666667,Low
565715,F,South East Region,A Level or Equivalent,60,20-30%,1200,92.36363636,Medium,High,Low Risk,1,0,Pass,High,20,Low
565819,F,East Anglian Region,A Level or Equivalent,120,30-40%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,7.525,Low
565888,F,West Midlands Region,A Level or Equivalent,60,20-30%,739,85.54545455,Medium,High,High Risk,1,0,Pass,High,12.31666667,Low
565919,F,Scotland,Lower Than A Level,60,60-70%,1404,79.5,Medium,High,Low Risk,1,0,Pass,High,23.4,Low
566133,F,East Anglian Region,A Level or Equivalent,60,60-70%,432,84,Low,High,High Risk,1,0,Distinction,High,7.2,Low
566339,F,East Midlands Region,A Level or Equivalent,60,20-30%,155,55.11111111,Low,Medium,Very High Risk,1,0,Pass,Medium,2.583333333,Low
566358,F,East Anglian Region,A Level or Equivalent,120,70-80%,335,76.55555556,Low,High,High Risk,0,0,Fail,High,2.791666667,Low
566369,F,West Midlands Region,A Level or Equivalent,60,Oct-20,925,80,Medium,High,Low Risk,1,0,Pass,High,15.41666667,Low
566392,F,North Western Region,Lower Than A Level,150,20-30%,1055,84.72727273,Medium,High,Low Risk,0,0,Fail,High,7.033333333,Low
566407,M,East Midlands Region,A Level or Equivalent,60,20-30%,380,84.33333333,Low,High,High Risk,1,0,Pass,High,6.333333333,Low
566415,F,East Midlands Region,Lower Than A Level,60,90-100%,273,61.14285714,Low,Medium,Very High Risk,1,0,Pass,Medium,4.55,Low
566720,F,Wales,Lower Than A Level,60,0-10%,1092,84.3,Medium,High,Low Risk,1,0,Pass,High,18.2,Low
566813,F,East Anglian Region,A Level or Equivalent,60,30-40%,358,81.5,Low,High,High Risk,1,0,Pass,High,5.966666667,Low
566814,F,Wales,A Level or Equivalent,60,60-70%,570,93.54545455,Medium,High,High Risk,1,0,Pass,High,9.5,Low
567013,M,East Anglian Region,Lower Than A Level,60,30-40%,44,56.8,Low,Medium,Very High Risk,0,0,Fail,Medium,0.733333333,Low
567033,F,London Region,A Level or Equivalent,120,40-50%,733,82.72727273,Medium,High,High Risk,1,0,Distinction,High,6.108333333,Low
567059,F,East Midlands Region,Lower Than A Level,120,50-60%,97,72.44444444,Low,High,Very High Risk,0,1,Withdrawn,High,0.808333333,Low
567145,F,North Region,Lower Than A Level,60,0-10%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,15.05,Low
567160,F,East Anglian Region,A Level or Equivalent,60,30-40%,106,76.375,Low,High,Very High Risk,0,0,Fail,High,1.766666667,Low
567262,M,South Region,HE Qualification,60,60-70%,247,70,Low,Medium,Very High Risk,1,0,Pass,High,4.116666667,Low
567363,F,East Anglian Region,HE Qualification,90,50-60%,334,87.72727273,Low,High,High Risk,1,0,Pass,High,3.711111111,Low
567402,F,East Anglian Region,A Level or Equivalent,60,60-70%,414,69.45454545,Low,Medium,High Risk,1,0,Pass,High,6.9,Low
567429,F,East Midlands Region,Lower Than A Level,60,60-70%,313,88.11111111,Low,High,Very High Risk,1,0,Pass,High,5.216666667,Low
567500,F,Ireland,A Level or Equivalent,60,Oct-20,776,79,Medium,High,High Risk,1,0,Distinction,High,12.93333333,Low
567598,F,North Western Region,Lower Than A Level,120,0-10%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,7.525,Low
567627,F,Wales,Lower Than A Level,120,60-70%,362,78,Low,High,High Risk,1,0,Pass,High,3.016666667,Low
567754,F,East Midlands Region,A Level or Equivalent,120,50-60%,1623,94.72727273,High,High,Low Risk,1,0,Pass,High,13.525,Low
567915,F,South Region,A Level or Equivalent,60,30-40%,263,52.11111111,Low,Medium,Very High Risk,0,0,Fail,Medium,4.383333333,Low
567925,F,North Western Region,Lower Than A Level,60,60-70%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,15.05,Low
567929,F,Yorkshire Region,A Level or Equivalent,60,Oct-20,819,73.77777778,Medium,High,High Risk,0,0,Fail,High,13.65,Low
567958,M,West Midlands Region,Lower Than A Level,60,0-10%,191,89,Low,High,Very High Risk,1,0,Pass,High,3.183333333,Low
567979,F,Scotland,A Level or Equivalent,60,Oct-20,116,80.2,Low,High,Very High Risk,1,0,Pass,High,1.933333333,Low
568074,F,Wales,A Level or Equivalent,120,40-50%,647,82.33333333,Medium,High,High Risk,1,0,Pass,High,5.391666667,Low
568293,F,London Region,HE Qualification,120,Oct-20,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,7.525,Low
568370,F,West Midlands Region,A Level or Equivalent,120,20-30%,2590,83.69230769,High,High,Safe,0,1,Withdrawn,High,21.58333333,Low
568474,F,South Region,A Level or Equivalent,120,60-70%,366,63.7,Low,Medium,High Risk,1,0,Pass,Medium,3.05,Low
568502,F,London Region,HE Qualification,120,40-50%,266,60.81818182,Low,Medium,Very High Risk,1,0,Pass,Medium,2.216666667,Low
568523,F,North Western Region,Lower Than A Level,60,Oct-20,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,15.05,Low
568533,F,North Western Region,Lower Than A Level,90,40-50%,192,79.18181818,Low,High,Very High Risk,1,0,Distinction,High,2.133333333,Low
568609,M,London Region,HE Qualification,60,20-30%,87,84.6,Low,High,Very High Risk,0,1,Withdrawn,High,1.45,Low
568775,F,East Midlands Region,Lower Than A Level,60,30-40%,389,70.8,Low,High,High Risk,0,1,Withdrawn,High,6.483333333,Low
569035,F,East Anglian Region,A Level or Equivalent,60,50-60%,1104,87,Medium,High,Low Risk,1,0,Pass,High,18.4,Low
569141,F,Wales,Lower Than A Level,60,Oct-20,268,78.6,Low,High,Very High Risk,1,0,Pass,High,4.466666667,Low
569334,F,South Region,A Level or Equivalent,120,30-40%,85,65.33333333,Low,Medium,Very High Risk,0,0,Fail,Medium,0.708333333,Low
569426,F,Yorkshire Region,Lower Than A Level,60,0-10%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,15.05,Low
569854,F,South Region,A Level or Equivalent,60,70-80%,425,79.18181818,Low,High,High Risk,1,0,Pass,High,7.083333333,Low
569862,M,South East Region,HE Qualification,60,60-70%,442,87.45454545,Low,High,High Risk,1,0,Pass,High,7.366666667,Low
569930,F,Yorkshire Region,A Level or Equivalent,90,Oct-20,1076,84.72727273,Medium,High,Low Risk,1,0,Pass,High,11.95555556,Low
570137,F,Scotland,Lower Than A Level,60,70-80%,1329,90.18181818,Medium,High,Low Risk,1,0,Pass,High,22.15,Low
570157,F,North Western Region,A Level or Equivalent,60,80-90%,1387,88.90909091,Medium,High,Low Risk,1,0,Pass,High,23.11666667,Low
570177,F,Ireland,Lower Than A Level,180,70-80%,42,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,0.233333333,Low
570271,F,South Region,A Level or Equivalent,120,90-100%,2855,86.09090909,High,High,Safe,1,0,Pass,High,23.79166667,Low
570287,F,Ireland,Lower Than A Level,75,40-50%,469,65.3,Low,Medium,High Risk,1,0,Pass,Medium,6.253333333,Low
570351,M,South Region,A Level or Equivalent,60,0-10%,339,84.5,Low,High,High Risk,1,0,Pass,High,5.65,Low
570519,F,East Midlands Region,A Level or Equivalent,60,0-10%,33,38,Low,Low,Very High Risk,0,0,Fail,Medium,0.55,Low
570623,F,North Region,A Level or Equivalent,60,50-60%,1675,88.72727273,High,High,Low Risk,1,0,Pass,High,27.91666667,Low
570759,F,London Region,A Level or Equivalent,60,Oct-20,805,88.36363636,Medium,High,High Risk,1,0,Pass,High,13.41666667,Low
570783,F,South Region,Lower Than A Level,60,30-40%,517,70.72727273,Medium,High,High Risk,1,0,Pass,High,8.616666667,Low
570862,F,South West Region,Lower Than A Level,120,30-40%,2,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,0.016666667,Low
570864,F,Wales,Lower Than A Level,60,80-90%,256,69.125,Low,Medium,Very High Risk,1,0,Pass,High,4.266666667,Low
570970,M,London Region,Lower Than A Level,105,50-60%,30,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,0.285714286,Low
571083,F,Yorkshire Region,A Level or Equivalent,60,60-70%,525,69.54545455,Medium,Medium,High Risk,1,0,Pass,High,8.75,Low
571143,F,North Region,A Level or Equivalent,75,0-10%,903,75.71428571,Low,High,Very High Risk,0,0,Fail,High,12.04,Low
571441,F,Scotland,HE Qualification,60,30-40%,300,84,Low,High,Very High Risk,1,0,Pass,High,5,Low
571503,F,Wales,Lower Than A Level,60,20-30%,732,80.27272727,Medium,High,High Risk,1,0,Pass,High,12.2,Low
571516,F,South Region,A Level or Equivalent,60,40-50%,634,85.09090909,Medium,High,High Risk,1,0,Pass,High,10.56666667,Low
571540,F,East Anglian Region,Lower Than A Level,135,90-100%,401,88.8,Low,High,High Risk,0,1,Withdrawn,High,2.97037037,Low
571554,M,Yorkshire Region,A Level or Equivalent,60,0-10%,1205,72.90909091,Medium,High,Low Risk,1,0,Pass,High,20.08333333,Low
571601,F,South Region,Lower Than A Level,60,0-10%,60,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,1,Low
571672,F,North Western Region,Lower Than A Level,60,0-10%,29,75.71428571,Low,High,Very High Risk,0,0,Fail,High,0.483333333,Low
571681,F,Ireland,HE Qualification,60,0-10%,1558,83.9,Medium,High,Low Risk,1,0,Pass,High,25.96666667,Low
571693,F,Wales,Lower Than A Level,60,20-30%,475,79.18181818,Low,High,High Risk,0,0,Fail,High,7.916666667,Low
571770,F,East Anglian Region,Lower Than A Level,90,Oct-20,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,10.03333333,Low
571779,F,East Midlands Region,A Level or Equivalent,60,60-70%,1175,76,Medium,High,Low Risk,1,0,Pass,High,19.58333333,Low
571794,F,East Midlands Region,A Level or Equivalent,60,60-70%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,15.05,Low
571871,F,South East Region,A Level or Equivalent,120,30-40%,903,71.81818182,Medium,High,High Risk,1,0,Pass,High,7.525,Low
571885,F,Scotland,Lower Than A Level,60,40-50%,681,82.375,Medium,High,High Risk,1,0,Pass,High,11.35,Low
571907,F,Scotland,A Level or Equivalent,60,0-10%,473,86.45454545,Low,High,High Risk,1,0,Pass,High,7.883333333,Low
572029,F,North Western Region,Lower Than A Level,120,Oct-20,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,7.525,Low
572051,F,East Anglian Region,A Level or Equivalent,60,50-60%,317,83.27272727,Low,High,Very High Risk,1,0,Pass,High,5.283333333,Low
572054,F,Yorkshire Region,Lower Than A Level,60,30-40%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,15.05,Low
572067,F,North Region,A Level or Equivalent,60,0-10%,1140,86.45454545,Medium,High,Low Risk,1,0,Pass,High,19,Low
572103,F,West Midlands Region,A Level or Equivalent,60,20-30%,1388,81.09090909,Medium,High,Low Risk,1,0,Pass,High,23.13333333,Low
572131,F,South West Region,A Level or Equivalent,120,Oct-20,17,59,Low,Medium,Very High Risk,0,0,Fail,Medium,0.141666667,Low
572163,F,Wales,Lower Than A Level,60,0-10%,343,72,Low,High,High Risk,0,1,Withdrawn,High,5.716666667,Low
572173,F,North Western Region,Lower Than A Level,120,0-10%,11,75.71428571,Low,High,Very High Risk,0,0,Fail,High,0.091666667,Low
572277,M,Scotland,A Level or Equivalent,60,30-40%,70,80,Low,High,Very High Risk,0,0,Fail,High,1.166666667,Low
572302,M,South East Region,Lower Than A Level,120,30-40%,307,75,Low,High,Very High Risk,0,1,Withdrawn,High,2.558333333,Low
572416,F,London Region,A Level or Equivalent,60,30-40%,818,64.27272727,Medium,Medium,High Risk,1,0,Pass,Medium,13.63333333,Low
572436,F,North Western Region,A Level or Equivalent,180,Oct-20,616,90.36363636,Medium,High,High Risk,1,0,Distinction,High,3.422222222,Low
572447,F,Wales,A Level or Equivalent,60,30-40%,74,84.85714286,Low,High,Very High Risk,1,0,Pass,High,1.233333333,Low
572495,F,Yorkshire Region,A Level or Equivalent,120,Oct-20,427,80.75,Low,High,High Risk,0,1,Withdrawn,High,3.558333333,Low
572504,F,Yorkshire Region,A Level or Equivalent,60,Oct-20,547,83.45454545,Medium,High,High Risk,1,0,Pass,High,9.116666667,Low
572508,F,South Region,Lower Than A Level,60,Oct-20,900,81.63636364,Medium,High,High Risk,1,0,Pass,High,15,Low
572514,F,Wales,A Level or Equivalent,60,40-50%,462,71,Low,High,High Risk,0,0,Fail,High,7.7,Low
572626,F,Yorkshire Region,A Level or Equivalent,60,70-80%,903,75.71428571,Low,High,Very High Risk,0,1,Withdrawn,High,15.05,Low
572733,F,North Western Region,A Level or Equivalent,120,60-70%,525,82,Medium,High,High Risk,1,0,Pass,High,4.375,Low
